sentence,label,label_name
A quick `` one-stop-shop '' to understand the company .,1,neutral
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,1,neutral
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,1,neutral
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",1,neutral
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1,neutral
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,1,neutral
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",2,positive
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,1,neutral
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",1,neutral
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0,negative
The announced restructuring will significantly decrease the Company 's indebtedness .,2,positive
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,1,neutral
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",1,neutral
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,1,neutral
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,1,neutral
Turnover rose to EUR21m from EUR17m .,2,positive
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",2,positive
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1,neutral
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",1,neutral
"The number of class A shares remains unchanged at 9,526,089 shares .",1,neutral
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0,negative
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",1,neutral
The new location is n't the only change Wellmont has in store for its air transport service .,1,neutral
Autotank Group is part of Aspo 's Systems Division .,1,neutral
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",1,neutral
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,1,neutral
"Several large stocks tacked lower , however .",0,negative
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",1,neutral
The identity of the buyer is not yet known .,1,neutral
The Company turnover amounted to MEUR 27.9 in 2007 .,1,neutral
This release is not an offer of securities for sale into the United States or elsewhere .,1,neutral
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0,negative
ND = Not disclosed .,1,neutral
The company says the measures are no longer needed .,1,neutral
M. and a Master of Business Administration MBA .,1,neutral
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",1,neutral
Residents access to the block is planned to be from Aleksandri Street .,1,neutral
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",2,positive
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",1,neutral
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,1,neutral
Satama and Trainers ' House will remain as names and independent brands of the business areas .,1,neutral
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,2,positive
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",1,neutral
Production is scheduled to start by the end of April 2007 .,1,neutral
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,1,neutral
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",1,neutral
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",0,negative
That would be an increase from estimated sales of 117 million last year .,2,positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,2,positive
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1,neutral
The expanded company will continue to be called NewPage .,1,neutral
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1,neutral
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",1,neutral
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",0,negative
Exports grew 16.5 percent to 19.1 million liters .,2,positive
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",1,neutral
Reported operating margin was a negative 5.9 % .,0,negative
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1,neutral
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',1,neutral
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,2,positive
The orders are part of a long-term development plan of Latvijas Finieris .,1,neutral
`` They want my credit card info and my personal details .,1,neutral
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1,neutral
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,1,neutral
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",1,neutral
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",0,negative
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,2,positive
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",2,positive
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",1,neutral
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,2,positive
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1,neutral
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,0,negative
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0,negative
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",2,positive
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",2,positive
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,1,neutral
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",1,neutral
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,0,negative
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",1,neutral
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",2,positive
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,1,neutral
The figure does not include food exports from Finland .,1,neutral
High winds also toppled three semi-trailers on I-15 north of Barstow .,1,neutral
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",2,positive
Nordea sees a return to positive growth for the Baltic countries in 2011 .,2,positive
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2,positive
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0,negative
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",1,neutral
Basware finances the acquisition with a bank loan .,1,neutral
The customer is cooperative retailer Osuuskauppa Suur-Savo .,1,neutral
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",2,positive
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",2,positive
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",1,neutral
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",1,neutral
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1,neutral
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",1,neutral
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,1,neutral
Construction is expected to be completed in the summer of 2011 .,1,neutral
"The approximately 20,000 dwt vessel has been ordered from India .",1,neutral
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",2,positive
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",2,positive
"However , the broker gave an `` outperform '' recommendation on the stock .",2,positive
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",2,positive
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",2,positive
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",1,neutral
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",1,neutral
It was decided that the auditors are reimbursed according to invoice .,1,neutral
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,2,positive
This resulted in improved sales figures in Sweden .,2,positive
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,2,positive
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,0,negative
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,2,positive
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",1,neutral
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2,positive
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2,positive
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",1,neutral
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",1,neutral
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2,positive
The price will be specified at the completion date .,1,neutral
Together they generate Aspo 's goodwill .,1,neutral
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1,neutral
"The total value of the agreement is USD4 .0 m , the company said .",1,neutral
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",0,negative
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",2,positive
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",1,neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1,neutral
The new units should become one of the largest ones within the company .,1,neutral
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",1,neutral
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",1,neutral
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,2,positive
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",1,neutral
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",2,positive
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,2,positive
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0,negative
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",0,negative
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0,negative
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",2,positive
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",1,neutral
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,2,positive
The business section also includes Ahlstrom 's sustainability report .,1,neutral
This combined with foreign investments creates interesting opportunities for Solteq .,2,positive
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",1,neutral
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",1,neutral
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",2,positive
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",1,neutral
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",2,positive
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",1,neutral
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",1,neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1,neutral
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,1,neutral
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,2,positive
Travel expenses would be reimbursed in accordance with the travel policy of the company .,1,neutral
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",1,neutral
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,2,positive
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",1,neutral
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0,negative
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',1,neutral
Halonen 's office acknowledged receiving the letter but declined comment .,1,neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,0,negative
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,2,positive
"More than 50,000 tonnes of asphalt mix will be used in the contract .",1,neutral
Joint procurement will be later extended to the factories in the Baltic countries .,1,neutral
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,2,positive
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",1,neutral
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,0,negative
The platform would continue to be the development framework for Symbian and MeeGo .,1,neutral
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",1,neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1,neutral
The deal is subject to approval by the Norwegian competition authorities .,1,neutral
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",2,positive
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",1,neutral
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",2,positive
"In addition , the contract includes modification of the effluent treatment plant at Follum .",1,neutral
There have not been previous share subscriptions with 2004 stock options .,1,neutral
"The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco .",1,neutral
The value of the order is nearly EUR400m .,1,neutral
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",1,neutral
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",1,neutral
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,1,neutral
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2,positive
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,1,neutral
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",1,neutral
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",2,positive
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",1,neutral
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",2,positive
The Department Store Division reported an increase in sales of 4 per cent .,2,positive
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",1,neutral
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,2,positive
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",1,neutral
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",1,neutral
The share subscription period will expire on 30 September 2007 .,1,neutral
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,1,neutral
"The record date for dividend distribution is March 14 , 2008 .",1,neutral
The company expects net sales to significantly increase from 2009 .,2,positive
HK Ruokatalo 's target is to know the consumers .,1,neutral
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",2,positive
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,2,positive
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,1,neutral
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,2,positive
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",0,negative
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",1,neutral
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0,negative
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1,neutral
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,0,negative
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",1,neutral
The value of the order is EUR 2.5 mn .,1,neutral
The dividends payable annually shall be deducted from the share subscription price .,1,neutral
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",2,positive
"Profit per share was EUR 1.03 , up from EUR 0.87 .",2,positive
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",2,positive
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",1,neutral
Exel wants to serve its industrial customers with individual products .,1,neutral
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",2,positive
`` I 'm not sure what 's happening .,1,neutral
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,1,neutral
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",1,neutral
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0,negative
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",1,neutral
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,1,neutral
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",1,neutral
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,1,neutral
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,neutral
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",1,neutral
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",1,neutral
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,1,neutral
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",1,neutral
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,1,neutral
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2,positive
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0,negative
"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",1,neutral
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",1,neutral
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,2,positive
Also the development of online businesses will continue .,1,neutral
Customers include hotels and restaurants as well as wholesalers and some retailers .,1,neutral
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,2,positive
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,neutral
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,2,positive
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",0,negative
"The store is located in Poznan in a shopping center named Pestka , the company added .",1,neutral
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",1,neutral
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,1,neutral
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",1,neutral
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,1,neutral
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",1,neutral
The order also includes start-up and commissioning services .,1,neutral
The investment would be some EUR5m .,1,neutral
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",0,negative
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,negative
Its 168 asset management experts manage assets worth over EUR 35 billion .,1,neutral
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,1,neutral
"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",1,neutral
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,2,positive
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",1,neutral
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,2,positive
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",2,positive
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,1,neutral
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,0,negative
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,1,neutral
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",2,positive
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",1,neutral
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,1,neutral
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",1,neutral
